Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-12-06 00:00:00+05:30,404.5097577703832,406.60166902021564,400.3491357651711,402.90594482421875,3369441,0.0,0.0
2013-12-09 00:00:00+05:30,410.06493795756006,412.8076943533921,407.3221815617281,408.6005859375,5863282,0.0,0.0
2013-12-10 00:00:00+05:30,408.3914674855553,413.13316173469474,408.3914674855553,411.25042724609375,4023615,0.0,0.0
2013-12-11 00:00:00+05:30,410.2509068853444,411.3898505869878,405.6021868943873,410.2973937988281,2297148,0.0,0.0
2013-12-12 00:00:00+05:30,408.15899551896746,409.0887337880508,403.51024688838334,404.532958984375,2625949,0.0,0.0
2013-12-13 00:00:00+05:30,403.04539346519414,403.5567495331234,398.69882392391776,401.9761657714844,4119399,0.0,0.0
2013-12-16 00:00:00+05:30,399.79132743185056,400.83729746875764,391.9814388275092,392.8414611816406,4636282,0.0,0.0
2013-12-17 00:00:00+05:30,394.538172468867,396.4906514062774,388.98294354709043,390.12188720703125,4656266,0.0,0.0
2013-12-18 00:00:00+05:30,390.1218992716446,401.58102362922733,390.1218992716446,399.76800537109375,5542546,0.0,0.0
2013-12-19 00:00:00+05:30,401.8366763881539,401.8366763881539,392.2137996860648,397.0252380371094,6207421,0.0,0.0
2013-12-20 00:00:00+05:30,405.3698003198041,417.4565138268889,400.7675380548725,416.1316223144531,9464725,0.0,0.0
2013-12-23 00:00:00+05:30,417.9213794360106,422.57009993751217,413.73749947781357,416.6429748535156,7472593,0.0,0.0
2013-12-24 00:00:00+05:30,416.7591138441705,420.71055860276124,416.10829708384153,417.47967529296875,3372075,0.0,0.0
2013-12-26 00:00:00+05:30,415.82942684257375,418.386235930002,410.06499182721194,412.59857177734375,6747066,0.0,0.0
2013-12-27 00:00:00+05:30,413.0866554114013,415.55049057694316,407.64762900951524,408.55413818359375,3574114,0.0,0.0
2013-12-30 00:00:00+05:30,409.55367344529117,413.6678089582901,407.1595826688616,412.389404296875,4760614,0.0,0.0
2013-12-31 00:00:00+05:30,412.8077594240385,417.5727115238916,412.38937715844094,416.15484619140625,2633322,0.0,0.0
2014-01-01 00:00:00+05:30,417.20081840939895,417.57271375858704,412.6218139586397,413.1796569824219,2699496,0.0,0.0
2014-01-02 00:00:00+05:30,412.66823832027364,416.52668062578016,404.48645595066296,406.76434326171875,2779905,0.0,0.0
2014-01-03 00:00:00+05:30,405.183829606202,405.9973363209349,397.4669155652871,401.7669982910156,5922841,0.0,0.0
2014-01-06 00:00:00+05:30,400.7675220898549,401.3021359582072,395.14254783127654,397.44366455078125,6145266,0.0,0.0
2014-01-07 00:00:00+05:30,397.28098432430653,399.7680487728411,390.5170661101091,391.4700622558594,7989240,0.0,0.0
2014-01-08 00:00:00+05:30,392.53921282092807,398.55933959820817,392.53921282092807,394.7008972167969,5873245,0.0,0.0
2014-01-09 00:00:00+05:30,395.351784079948,396.9091102466083,392.84146171647103,395.4679870605469,3834687,0.0,0.0
2014-01-10 00:00:00+05:30,394.37543891292256,407.36865915187974,394.2127490491841,398.93121337890625,6848648,0.0,0.0
2014-01-13 00:00:00+05:30,403.6264555752749,410.4833178843052,403.51022397694726,409.274658203125,5565035,0.0,0.0
2014-01-14 00:00:00+05:30,408.39146425702967,411.2039370776228,405.5789627938503,409.78607177734375,5572863,0.0,0.0
2014-01-15 00:00:00+05:30,411.2736464067431,416.0618271239731,409.5536019703544,411.6222839355469,5842783,0.0,0.0
2014-01-16 00:00:00+05:30,413.1331234842707,415.2715501435883,410.0417294213962,411.94769287109375,8324700,0.0,0.0
2014-01-17 00:00:00+05:30,413.3423891658102,416.94513980131126,409.20499598431905,411.29693603515625,7136269,0.0,0.0
2014-01-20 00:00:00+05:30,412.2964000706413,413.2726253493381,402.62703519198,404.3238220214844,7649848,0.0,0.0
2014-01-21 00:00:00+05:30,405.6719402276537,406.1135802676311,400.7210405227351,401.20916748046875,4525635,0.0,0.0
2014-01-22 00:00:00+05:30,401.4183270502241,406.92709817423054,398.931262735779,405.5789489746094,3930929,0.0,0.0
2014-01-23 00:00:00+05:30,400.0701702673368,405.044298445826,400.0701702673368,402.4875183105469,6353622,0.0,0.0
2014-01-24 00:00:00+05:30,400.7210395292569,406.6016775747208,400.3026572704881,403.3475646972656,5482165,0.0,0.0
2014-01-27 00:00:00+05:30,397.93177192226887,400.16317247756996,390.6564981420548,391.9581604003906,5697602,0.0,0.0
2014-01-28 00:00:00+05:30,393.74792660842564,397.93177764754915,391.7489605986056,392.7484436035156,5341304,0.0,0.0
2014-01-29 00:00:00+05:30,395.04956879160466,396.30474418031264,388.16944786102187,388.9132385253906,5710675,0.0,0.0
2014-01-30 00:00:00+05:30,386.49588215592576,387.63482590825913,382.21905728249357,383.52069091796875,6508090,0.0,0.0
2014-01-31 00:00:00+05:30,384.4504175574475,387.44883761746866,384.0552644953936,386.379638671875,5094198,0.0,0.0
2014-02-03 00:00:00+05:30,384.0784892376177,385.75201787808584,380.94058007287066,381.6146545410156,3797110,0.0,0.0
2014-02-04 00:00:00+05:30,378.6394980614643,384.287700696937,378.0119104433288,381.9168395996094,5705177,0.0,0.0
2014-02-05 00:00:00+05:30,381.242799014563,381.89361577589597,375.10646940825796,379.91790771484375,5214233,0.0,0.0
2014-02-06 00:00:00+05:30,381.19633977591457,383.1023032867529,375.68756875398117,379.26708984375,4996430,0.0,0.0
2014-02-07 00:00:00+05:30,382.1725947205137,382.9628723352691,376.82654180611263,378.6163024902344,3903851,0.0,0.0
2014-02-10 00:00:00+05:30,378.98816183350976,383.7996004065957,377.0821983554654,382.1028137207031,4774310,0.0,0.0
2014-02-11 00:00:00+05:30,382.5909771862396,383.52071555702383,373.1772759329953,374.3394775390625,5819129,0.0,0.0
2014-02-12 00:00:00+05:30,375.61791976933125,382.07965937913207,375.338998230139,380.22015380859375,4536031,0.0,0.0
2014-02-13 00:00:00+05:30,380.68492108372243,380.68492108372243,374.24644098120046,375.3388977050781,3995344,0.0,0.0
2014-02-14 00:00:00+05:30,377.4308273540108,383.05580111790175,375.61783774516584,382.1492919921875,4254449,0.0,0.0
2014-02-17 00:00:00+05:30,380.1038836872252,382.12607881050025,375.1762134133164,377.6167907714844,4180498,0.0,0.0
2014-02-18 00:00:00+05:30,375.1994597805146,380.19684595361906,375.1994597805146,378.0119323730469,2649597,0.0,0.0
2014-02-19 00:00:00+05:30,377.9422349862611,381.1963766289265,376.54762740447944,377.5935974121094,2829058,0.0,0.0
2014-02-20 00:00:00+05:30,377.1519022730346,378.2676168180957,373.3399467969852,374.4324035644531,3711149,0.0,0.0
2014-02-21 00:00:00+05:30,375.1994792609883,379.33684342649104,374.50214687858545,377.2449035644531,2887269,0.0,0.0
2014-02-24 00:00:00+05:30,375.6410791968562,378.8487049448749,374.36267472484747,377.6400451660156,3138488,0.0,0.0
2014-02-25 00:00:00+05:30,378.5465573229526,379.33683487693435,375.4086476006184,376.80328369140625,3248652,0.0,0.0
2014-02-26 00:00:00+05:30,377.0124465795194,379.7319739670705,375.734042144534,376.87298583984375,6280112,0.0,0.0
2014-02-28 00:00:00+05:30,376.87305848559816,379.034714688542,368.6912742530936,371.87567138671875,8745362,0.0,0.0
2014-03-03 00:00:00+05:30,371.9453039046177,375.05998427665793,370.57395432944924,373.4794006347656,5369772,0.0,0.0
2014-03-04 00:00:00+05:30,373.2934546099578,378.709222815589,373.1075069621721,377.9189453125,4152138,0.0,0.0
2014-03-05 00:00:00+05:30,379.1276301755398,380.2665739150792,374.2929623697842,375.1529846191406,5458460,0.0,0.0
2014-03-06 00:00:00+05:30,376.24542279732003,383.2417753017527,376.22219366048,382.33526611328125,4694648,0.0,0.0
2014-03-07 00:00:00+05:30,383.5207102509665,406.29952916072705,383.5207102509665,404.1611022949219,15505096,0.0,0.0
2014-03-10 00:00:00+05:30,402.1621254631602,420.08298809228467,401.37181929369314,411.6222839355469,15169257,0.0,0.0
2014-03-11 00:00:00+05:30,411.4131145089133,412.7147481058959,405.416245294789,406.6481628417969,5898052,0.0,0.0
2014-03-12 00:00:00+05:30,406.2995140352245,410.43687821653657,403.3475518948391,405.0675964355469,4352584,0.0,0.0
2014-03-13 00:00:00+05:30,406.7643477789139,415.94561317120764,406.62488704256066,408.8795166015625,7947870,0.0,0.0
2014-03-14 00:00:00+05:30,406.29948992823637,413.7142242231533,403.99837339328525,411.94769287109375,7633460,0.0,0.0
2014-03-18 00:00:00+05:30,413.5050477247374,422.47710856787006,413.5050477247374,416.7359313964844,8784579,0.0,0.0
2014-03-19 00:00:00+05:30,418.38621530727954,422.9884485237323,416.17807252882824,419.78082275390625,7557704,0.0,0.0
2014-03-20 00:00:00+05:30,419.1299927235297,421.8727492579567,417.5261798892108,421.1754455566406,13712058,0.0,0.0
2014-03-21 00:00:00+05:30,421.64037774407393,424.5923115090439,410.0882777823626,411.7850646972656,10176519,0.0,0.0
2014-03-24 00:00:00+05:30,414.3185752211966,422.4538714099904,414.2488591688232,420.89654541015625,13298333,0.0,0.0
2014-03-25 00:00:00+05:30,408.6238754375976,410.25091745143305,405.60219734074724,408.7633361816406,14444748,0.0,0.0
2014-03-26 00:00:00+05:30,409.6698881803249,419.75763564878156,409.6234012607825,414.2953796386719,6373779,0.0,0.0
2014-03-27 00:00:00+05:30,415.992137097255,420.664115144663,414.71373257897653,418.7348937988281,25570753,0.0,0.0
2014-03-28 00:00:00+05:30,418.38618260684837,427.66039300851935,418.38618260684837,425.8938903808594,8615115,0.0,0.0
2014-03-31 00:00:00+05:30,425.9404310409734,436.88820027186296,424.52256574751027,432.68109130859375,8653996,0.0,0.0
2014-04-01 00:00:00+05:30,435.1216542657445,439.30553395219823,432.00700227998163,438.1898193359375,7218138,0.0,0.0
2014-04-02 00:00:00+05:30,439.3055639715461,447.2083974436147,436.09793793545487,445.44189453125,12359049,0.0,0.0
2014-04-03 00:00:00+05:30,444.7910376820837,447.6499972492627,437.167097765299,442.86181640625,12253233,0.0,0.0
2014-04-04 00:00:00+05:30,442.559657672094,443.1407584524362,437.7017319105628,438.9568786621094,5775152,0.0,0.0
2014-04-07 00:00:00+05:30,438.8406843354588,443.9310447808748,434.35465381935757,438.910400390625,5955770,0.0,0.0
2014-04-09 00:00:00+05:30,441.62993367779,449.39330630794547,440.305042186844,447.27813720703125,6202071,0.0,0.0
2014-04-10 00:00:00+05:30,448.4635227129411,452.7403474016586,447.3013498743178,450.4857177734375,4914743,0.0,0.0
2014-04-11 00:00:00+05:30,447.3478122819675,451.4154313156151,441.90878640999495,443.3731384277344,5395681,0.0,0.0
2014-04-15 00:00:00+05:30,441.6298995657689,443.4893761514777,435.4005957184753,441.2115173339844,4275577,0.0,0.0
2014-04-16 00:00:00+05:30,440.0028586211396,445.8137806290214,436.0979288848928,437.58551025390625,5713958,0.0,0.0
2014-04-17 00:00:00+05:30,439.30557749711204,447.1154373721417,438.7477344549796,445.86029052734375,3620835,0.0,0.0
2014-04-21 00:00:00+05:30,450.9041206206269,450.9041206206269,444.4656398362688,446.0926818847656,5453637,0.0,0.0
2014-04-22 00:00:00+05:30,446.27859948808896,459.64371573501654,444.4656098990218,449.8813781738281,8921634,0.0,0.0
2014-04-23 00:00:00+05:30,450.4625002714275,456.5058564735096,448.25432885714014,449.60247802734375,7055638,0.0,0.0
2014-04-24 00:00:00+05:30,449.60247802734375,449.60247802734375,449.60247802734375,449.60247802734375,0,0.0,0.0
2014-04-25 00:00:00+05:30,449.997582067027,450.46247983597607,439.77037535922904,440.81634521484375,6115867,0.0,0.0
2014-04-28 00:00:00+05:30,441.536942622962,444.41916008362494,437.6087552215427,439.3055419921875,7665779,0.0,0.0
2014-04-29 00:00:00+05:30,439.7937073957259,442.44346186342045,436.05146733273125,437.12066650390625,3874982,0.0,0.0
2014-04-30 00:00:00+05:30,438.79421480419677,446.2786661259026,431.9140647931638,435.0287170410156,6641527,0.0,0.0
2014-05-02 00:00:00+05:30,436.9811270237138,440.4211871625563,430.4729020429217,431.4491271972656,4186059,0.0,0.0
2014-05-05 00:00:00+05:30,430.0080963355421,445.58135740245297,430.0080963355421,440.16558837890625,7014449,0.0,0.0
2014-05-06 00:00:00+05:30,440.65369776798406,449.53278544134105,440.491007868809,447.83599853515625,5719003,0.0,0.0
2014-05-07 00:00:00+05:30,446.3251009131637,451.57817948617804,444.9072357132937,446.67376708984375,4878777,0.0,0.0
2014-05-08 00:00:00+05:30,447.71975310322836,450.9738658466403,441.9785474045925,446.4180908203125,5514545,0.0,0.0
2014-05-09 00:00:00+05:30,444.32617127094386,464.4086903431033,444.32617127094386,463.75787353515625,8515647,0.0,0.0
2014-05-12 00:00:00+05:30,462.5027039287936,487.652352759609,462.1307799858015,478.2154235839844,14236238,0.0,0.0
2014-05-13 00:00:00+05:30,483.4685048021061,496.8568510582816,480.9116958028511,494.3465576171875,12397395,0.0,0.0
2014-05-14 00:00:00+05:30,494.62549517850056,496.4849718619381,483.97990523806243,486.02532958984375,8941880,0.0,0.0
2014-05-15 00:00:00+05:30,486.0253199220824,492.76600869321936,483.1198733407118,489.69781494140625,9629064,0.0,0.0
2014-05-16 00:00:00+05:30,511.3705667081302,537.2416369505761,498.2355991434568,-136.6333013940068,24290388,4.705398,0.0
2014-05-19 00:00:00+05:30,511.7926286260497,527.6249024744936,509.8692909521241,525.4201049804688,10982753,0.0,0.0
2014-05-20 00:00:00+05:30,529.1025886368406,529.6185693830544,504.6153540456,506.5621032714844,10387940,0.0,0.0
2014-05-21 00:00:00+05:30,506.56216708304555,517.3984577964845,503.70062976323703,505.8819580078125,10149114,0.0,0.0
2014-05-22 00:00:00+05:30,509.4471588181551,522.3006069396057,508.8373002703446,516.389892578125,8650897,0.0,0.0
2014-05-23 00:00:00+05:30,521.4327680214413,531.0259298727319,516.9528221915186,528.8915405273438,7645583,0.0,0.0
2014-05-26 00:00:00+05:30,531.2604588699345,534.77873546061,504.2869664704261,516.8120727539062,7417956,0.0,0.0
2014-05-27 00:00:00+05:30,517.4218076078408,519.7673635741478,504.3337833598243,510.3617858886719,5202662,0.0,0.0
2014-05-28 00:00:00+05:30,511.13589704435054,519.1106498784512,508.8607490113217,510.80755615234375,5238860,0.0,0.0
2014-05-29 00:00:00+05:30,512.4962285708476,512.9183893330791,501.1673713859408,503.606689453125,12764704,0.0,0.0
2014-05-30 00:00:00+05:30,508.978010444585,511.18280785205815,497.2504027878393,499.4552001953125,7981124,0.0,0.0
2014-06-02 00:00:00+05:30,504.169625145249,510.5025570398031,499.7366190642509,507.66448974609375,4064105,0.0,0.0
2014-06-03 00:00:00+05:30,508.1806174871851,516.9528700651629,505.3894304469638,513.8568115234375,5018511,0.0,0.0
2014-06-04 00:00:00+05:30,512.5666200893924,516.8589253868008,504.8733277629382,505.459716796875,4073385,0.0,0.0
2014-06-05 00:00:00+05:30,505.92878712347334,513.6220790037868,499.2440450146314,511.2765808105469,9218198,0.0,0.0
2014-06-06 00:00:00+05:30,519.4859109996235,531.4949786937559,517.9379109236597,526.5225219726562,13530870,0.0,0.0
2014-06-09 00:00:00+05:30,530.0877581349462,531.3543563906015,521.6907857185118,526.6398315429688,6229234,0.0,0.0
2014-06-10 00:00:00+05:30,530.2987250031324,530.2987250031324,516.2256203666593,524.59912109375,7273514,0.0,0.0
2014-06-11 00:00:00+05:30,525.3966079189253,525.3966079189253,512.4962801329217,516.9996948242188,6998372,0.0,0.0
2014-06-12 00:00:00+05:30,515.3343633421998,522.3474470597447,508.5558005663141,513.2703247070312,5430629,0.0,0.0
2014-06-13 00:00:00+05:30,516.1553272285627,519.2983243816368,503.20805882524263,507.5238342285156,6759544,0.0,0.0
2014-06-16 00:00:00+05:30,508.50893807879436,508.50893807879436,495.91348088258763,499.8070373535156,6632388,0.0,0.0
2014-06-17 00:00:00+05:30,496.35920936316273,512.8716957344614,496.35920936316273,511.34710693359375,7303217,0.0,0.0
2014-06-18 00:00:00+05:30,510.38534176036035,516.7886250792345,497.55536349191317,500.4169006347656,8866659,0.0,0.0
2014-06-19 00:00:00+05:30,503.8178796523121,504.2635099191499,483.927849895091,488.85345458984375,10672777,0.0,0.0
2014-06-20 00:00:00+05:30,490.63603546845,492.2779133411588,485.1710094470477,486.2264404296875,5932619,0.0,0.0
2014-06-23 00:00:00+05:30,486.4610469519993,490.1669637407006,480.36269262513673,486.90667724609375,6815568,0.0,0.0
2014-06-24 00:00:00+05:30,490.2138511588795,498.56388332444124,490.2138511588795,497.1800537109375,5487301,0.0,0.0
2014-06-25 00:00:00+05:30,496.14800039418293,496.94549879693204,491.6915242878375,493.0284729003906,4875652,0.0,0.0
2014-06-26 00:00:00+05:30,480.8317567651306,481.72307509384,472.2471455890935,474.6864929199219,11297828,0.0,0.0
2014-06-27 00:00:00+05:30,473.7952250628267,480.1281290753701,472.4817169464725,474.78033447265625,4257566,0.0,0.0
2014-06-30 00:00:00+05:30,474.9914205553666,478.48622774228147,469.1041471122953,476.328369140625,9532994,0.0,0.0
2014-07-01 00:00:00+05:30,477.17270986763583,478.7442081733626,472.3643950188671,472.8569641113281,4454984,0.0,0.0
2014-07-02 00:00:00+05:30,477.07889417386684,481.93411903155794,474.73336696007914,477.665283203125,5673443,0.0,0.0
2014-07-03 00:00:00+05:30,478.48619303826365,480.83172025145365,470.7459908089547,472.1532897949219,5342041,0.0,0.0
2014-07-04 00:00:00+05:30,471.4496741526791,486.3671889912531,470.65220467003826,484.092041015625,5979707,0.0,0.0
2014-07-07 00:00:00+05:30,484.58457826700294,486.4610059414046,478.9553530502912,481.8638000488281,6469809,0.0,0.0
2014-07-08 00:00:00+05:30,481.30087062510165,485.28824707537825,464.41313649791704,466.7821044921875,8069217,0.0,0.0
2014-07-09 00:00:00+05:30,470.042343268679,473.7482595170329,465.58583865477976,469.5497741699219,6877804,0.0,0.0
2014-07-10 00:00:00+05:30,469.22147910362514,479.189949710608,460.2146774124317,467.79071044921875,8583943,0.0,0.0
2014-07-11 00:00:00+05:30,466.8524658701353,470.0423726878082,452.0522115787274,453.38916015625,8207239,0.0,0.0
2014-07-14 00:00:00+05:30,454.3742972539362,457.3296544053991,449.63636115910595,451.16094970703125,6352439,0.0,0.0
2014-07-15 00:00:00+05:30,451.934943184504,459.7220557632339,451.7707438431048,456.06304931640625,7081771,0.0,0.0
2014-07-16 00:00:00+05:30,456.90744782938424,465.8204289277334,456.90744782938424,464.27239990234375,6441463,0.0,0.0
2014-07-17 00:00:00+05:30,463.474884707947,468.25975932863804,459.8627882096686,460.89483642578125,4350507,0.0,0.0
2014-07-18 00:00:00+05:30,459.72203709667974,461.3873553626989,454.7026417669434,458.19744873046875,4307039,0.0,0.0
2014-07-21 00:00:00+05:30,469.1041704259006,472.85702598700243,466.7821123636144,468.0018005371094,7839621,0.0,0.0
2014-07-22 00:00:00+05:30,470.98055837346647,485.0067544080373,469.62016930247637,483.6229248046875,13148102,0.0,0.0
2014-07-23 00:00:00+05:30,485.54628214025547,487.7744912575932,478.97879964831304,484.7018737792969,6332423,0.0,0.0
2014-07-24 00:00:00+05:30,483.1772754413439,489.36947804787167,480.36264840319365,488.3608703613281,4464503,0.0,0.0
2014-07-25 00:00:00+05:30,488.75964589481373,489.4163854950255,472.41136187882114,479.3540954589844,6245287,0.0,0.0
2014-07-28 00:00:00+05:30,478.9553312692984,480.15152097988846,469.85471093331677,471.7311096191406,4325597,0.0,0.0
2014-07-30 00:00:00+05:30,470.98055698229246,474.2642836334012,465.82040271487347,471.9891357421875,8591607,0.0,0.0
2014-07-31 00:00:00+05:30,472.8335629185449,478.4393479948697,470.0424050993357,472.1299133300781,8179077,0.0,0.0
2014-08-01 00:00:00+05:30,466.7586711256452,468.63507000011924,457.3765611402821,457.9864196777344,7303788,0.0,0.0
2014-08-04 00:00:00+05:30,460.1911991314627,464.2724245855096,457.8691410183017,462.067626953125,6771197,0.0,0.0
2014-08-05 00:00:00+05:30,462.11452630718526,463.4045649855752,455.5001624652714,461.52813720703125,5645965,0.0,0.0
2014-08-06 00:00:00+05:30,462.02063873613776,468.4473617498242,459.4874717220272,463.54522705078125,7549386,0.0,0.0
2014-08-07 00:00:00+05:30,463.94404791523095,467.5561446830196,461.29359112728656,464.08477783203125,5004570,0.0,0.0
2014-08-08 00:00:00+05:30,459.51097375626046,461.36393195747485,456.4852374431979,459.95660400390625,4208164,0.0,0.0
2014-08-11 00:00:00+05:30,462.13796088677526,463.12307022200105,458.5023949852396,459.95660400390625,3090570,0.0,0.0
2014-08-12 00:00:00+05:30,462.5367228912911,462.98238208238564,458.00986718285236,461.7861633300781,4410213,0.0,0.0
2014-08-13 00:00:00+05:30,461.2701121882965,467.5091957868176,459.72205432913347,464.48345947265625,6513493,0.0,0.0
2014-08-14 00:00:00+05:30,466.75867982522493,471.4497060020909,465.2340912596749,470.488037109375,5566646,0.0,0.0
2014-08-18 00:00:00+05:30,469.62019779914795,476.3518219654961,467.9314099466797,475.2259826660156,3527479,0.0,0.0
2014-08-19 00:00:00+05:30,476.140693846631,479.893520038839,471.96564905617,473.466796875,6719136,0.0,0.0
2014-08-20 00:00:00+05:30,474.26429356941424,477.75912960058366,466.92281119262805,468.33013916015625,6009686,0.0,0.0
2014-08-21 00:00:00+05:30,469.10416108870965,470.9805888319116,464.46004505657515,466.8055725097656,7591312,0.0,0.0
2014-08-22 00:00:00+05:30,469.1510505837048,472.3878673446033,466.8993720740337,468.3066711425781,3955798,0.0,0.0
2014-08-25 00:00:00+05:30,469.10412978328293,473.09153485858366,466.03151243628355,467.1339111328125,3440589,0.0,0.0
2014-08-26 00:00:00+05:30,467.2277477852362,467.67337804430656,461.12939393767033,465.984619140625,4406496,0.0,0.0
2014-08-27 00:00:00+05:30,467.7906509730152,469.9485383995427,462.93542594076257,466.1487731933594,3872728,0.0,0.0
2014-08-28 00:00:00+05:30,466.57095416668244,470.9805196965412,466.57095416668244,468.4942626953125,7344327,0.0,0.0
2014-09-01 00:00:00+05:30,471.1447407921649,478.9553224359701,467.0400753877592,475.718505859375,7475127,0.0,0.0
2014-09-02 00:00:00+05:30,477.7826024449956,483.9044260467461,474.07668575518215,480.26885986328125,7640946,0.0,0.0
2014-09-03 00:00:00+05:30,480.90213482433643,485.9684404475998,479.00226660270687,483.763671875,10117133,0.0,0.0
2014-09-04 00:00:00+05:30,482.7081747040338,485.0067631758808,477.5949302969019,481.2539367675781,4313530,0.0,0.0
2014-09-05 00:00:00+05:30,482.09829591142136,484.795633294541,478.7676595623284,481.1366271972656,4189889,0.0,0.0
2014-09-08 00:00:00+05:30,485.0068223894823,487.5634304535567,482.2391338916012,486.7894592285156,6408750,0.0,0.0
2014-09-09 00:00:00+05:30,484.16243547970237,488.4782108782369,482.33294650046986,484.5846252441406,4230425,0.0,0.0
2014-09-10 00:00:00+05:30,482.3094125260342,482.75507166937854,475.0148403139514,476.5394287109375,4365342,0.0,0.0
2014-09-11 00:00:00+05:30,478.6269626800658,483.1772875856893,472.8570074552424,478.20477294921875,4900715,0.0,0.0
2014-09-12 00:00:00+05:30,477.7825998735109,480.3626772218739,474.47543241496675,476.4222106933594,4038069,0.0,0.0
2014-09-15 00:00:00+05:30,473.3730220434302,474.73341119029055,469.57325661984254,470.3941955566406,4032771,0.0,0.0
2014-09-16 00:00:00+05:30,469.7609530589716,471.05096287427557,458.080254083604,459.4406433105469,6111640,0.0,0.0
2014-09-17 00:00:00+05:30,462.0206773869419,464.6711050836947,459.229519783368,463.7798156738281,5024473,0.0,0.0
2014-09-18 00:00:00+05:30,462.06757029434215,473.79517770938065,461.4577407206352,471.4027404785156,4194621,0.0,0.0
2014-09-19 00:00:00+05:30,471.91877168400237,476.51600648698826,464.88221847471425,466.9697265625,7923869,0.0,0.0
2014-09-22 00:00:00+05:30,465.8204389237969,467.2277669712348,463.33418153248016,465.1402587890625,3645951,0.0,0.0
2014-09-23 00:00:00+05:30,465.2105872456032,466.96972554408876,451.77075099096606,453.0842590332031,8165964,0.0,0.0
2014-09-24 00:00:00+05:30,454.32733163392777,456.9543186582697,448.1820682227289,452.70892333984375,7104327,0.0,0.0
2014-09-25 00:00:00+05:30,453.2015574476788,453.99902699168877,432.81898623112767,436.196533203125,15271979,0.0,0.0
2014-09-26 00:00:00+05:30,435.79769554320137,441.7318782040001,430.3092008920149,437.7914123535156,7340145,0.0,0.0
2014-09-29 00:00:00+05:30,439.5271773985874,442.2245442553075,436.079250958745,437.7445983886719,5760040,0.0,0.0
2014-09-30 00:00:00+05:30,435.3286540341084,444.9218440443815,433.9447954698062,443.6318054199219,8141851,0.0,0.0
2014-10-01 00:00:00+05:30,442.64669082665074,443.58489021400266,434.3904495082138,434.953369140625,3994855,0.0,0.0
2014-10-07 00:00:00+05:30,434.97688456811795,438.56551205579683,433.194276640423,434.4608459472656,5724531,0.0,0.0
2014-10-08 00:00:00+05:30,432.1153089716037,441.6615601601545,432.1153089716037,439.4098815917969,4535520,0.0,0.0
